<number of tasks>
45
<number of stations>
9
<task times>
1 9
2 9
3 10
4 10
5 17
6 17
7 13
8 13
9 20
10 20
11 10
12 11
13 6
14 22
15 11
16 19
17 12
18 3
19 7
20 4
21 55
22 14
23 27
24 29
25 26
26 6
27 5
28 24
29 4
30 5
31 7
32 4
33 15
34 3
35 7
36 9
37 4
38 7
39 5
40 4
41 21
42 12
43 6
44 5
45 5
<precedence relations>
1,3
1,7
2,4
2,8
3,5
4,6
5,9
6,10
7,9
7,14
8,10
8,14
9,41
10,41
11,13
12,13
12,37
13,14
13,15
14,17
14,25
14,29
14,30
14,31
14,32
15,16
15,18
15,23
15,24
16,19
17,26
17,27
18,19
19,20
19,33
20,21
21,22
22,28
23,33
24,33
25,26
26,38
27,28
27,33
28,38
29,41
30,41
31,41
32,41
33,34
33,35
33,36
34,38
35,40
36,38
37,43
38,40
39,41
40,41
41,42
42,44
42,45
<end>
