<number of tasks>
58
<number of stations>
25
<task times>
1 10
2 53
3 41
4 36
5 35
6 17
7 34
8 23
9 14
10 52
11 33
12 34
13 12
14 52
15 12
16 33
17 44
18 7
19 15
20 13
21 29
22 37
23 43
24 23
25 24
26 9
27 16
28 12
29 26
30 22
31 51
32 47
33 34
34 23
35 12
36 52
37 12
38 33
39 44
40 7
41 15
42 13
43 29
44 37
45 43
46 23
47 24
48 9
49 16
50 12
51 26
52 12
53 52
54 12
55 33
56 44
57 7
58 15
<precedence relations>
1,9
2,25
3,21
3,22
4,10
5,36
6,23
6,24
7,43
8,44
9,11
11,13
11,14
11,15
12,17
13,17
14,17
15,17
16,18
17,20
18,19
19,23
20,21
20,25
21,26
21,44
22,27
23,31
24,31
25,38
26,29
27,30
28,32
28,33
29,31
30,34
31,36
32,45
33,35
34,36
35,43
36,37
36,38
37,39
37,40
37,41
38,52
39,43
40,43
41,42
42,43
43,45
44,45
45,46
45,48
45,49
46,47
46,50
47,51
48,55
49,58
50,58
51,52
52,53
53,54
54,55
54,56
55,57
56,57
57,58
<end>
